

2011.01.24 ― 01.28	6488.75	6500.06	105205	103197	7835.76	7689.16	611.36	451.21	数据明细
2011.01.17 ― 01.21	6478.28	6489.75	101648	99971	7825.79	7679.28	673.44	512.62	数据明细
2011.01.10 ― 01.14	6468.20	6479.62	96637	95100	7816.21	7669.75	685.60	558.45	数据明细
2011.01.04 ― 01.07	6517.36	6671.44	73119	72850	7807.14	7660.66	723.51	572.75	数据明细
2010.12.27 ― 12.31	6726.74	6664.30	139701	138121	7800.29	7653.74	749.18	608.88	数据明细
2010.12.20 ― 12.24	6713.01	6650.71	148052	147686	7787.00	7640.48	859.15	748.59	数据明细
2010.12.13 ― 12.17	6698.46	6636.18	144360	142857	7772.92	7626.33	922.32	770.91	数据明细
2010.12.06 ― 12.10	6684.29	6622.50	140857	139567	7759.19	7613.22	797.05	667.43	数据明细
2010.11.29 ― 12.03	6670.41	6608.73	164851	163731	7745.80	7599.84	911.76	772.26	数据明细
2010.11.22 ― 11.26	6654.14	6592.51	194254	193853	7730.10	7584.08	1017.77	866.26	数据明细
2010.11.15 ― 11.19	6634.86	6573.28	218664	217732	7711.51	7565.39	1159.55	924.45	数据明细
2010.11.08 ― 11.12	6613.13	6551.63	282891	283081	7690.56	7544.36	1503.89	1207.11	数据明细
2010.11.01 ― 11.05	6589.20	6523.39	224535	225370	7663.40	7516.95	1394.31	1102.10	数据明细
2010.10.25 ― 10.29	6567.15	6500.99	215514	215120	7642.17	7495.21	1248.43	1048.25	数据明细
2010.10.18 ― 10.22	6545.68	6479.53	194566	194405	7621.44	7474.37	1221.18	995.38	数据明细
2010.10.11 ― 10.15	6522.65	6460.14	154133	154021	7603.37	7455.55	1273.06	994.46	数据明细
2010.10.08 ― 10.08	6507.44	6444.83	24915	25012	7588.74	7440.71	376.56	289.19	数据明细
2010.09.27 ― 10.01	6504.97	6442.35	119145	117131	7586.36	7438.30	665.19	546.91	数据明细



2010.09.20 ― 09.24	6493.22	6430.78	57317	56738	7574.94	7427.00	381.29	340.90	数据明细
2010.09.13 ― 09.17	6487.87	6425.20	138521	137798	7569.52	7421.55	935.44	811.92	数据明细
2010.09.06 ― 09.10	6474.75	6411.57	130166	129391	7556.87	7408.28	958.28	847.27	数据明细
2010.08.30 ― 09.03	6461.65	6398.77	130220	129430	7544.45	7395.84	915.64	819.25	数据明细
2010.08.23 ― 08.27	6448.76	6385.96	133898	132907	7531.97	7383.35	775.12	683.49	数据明细
2010.08.16 ― 08.20	6435.55	6372.82	131931	130832	7519.16	7370.53	916.63	787.54	数据明细
2010.08.09 ― 08.13	6422.66	6359.87	127192	125962	7506.68	7357.90	823.19	709.12	数据明细
2010.08.02 ― 08.06	6410.11	6347.44	118606	116569	7494.53	7345.79	844.20	720.71	数据明细
2010.07.26 ― 07.30	6398.49	6335.97	145416	142923	7483.30	7334.63	787.73	663.83	数据明细
2010.07.19 ― 07.23	6384.13	6321.83	128653	126342	7469.38	7320.83	745.86	614.28	数据明细
2010.07.12 ― 07.16	6371.47	6309.37	115852	114644	7457.11	7308.68	599.15	501.45	数据明细
2010.07.05 ― 07.09	6360.10	6298.11	109390	108167	7446.10	7297.70	520.04	447.45	数据明细
2010.06.28 ― 07.02	6349.35	6287.48	140490	137343	7435.76	7287.40	568.05	473.69	数据明细
2010.06.21 ― 06.25	6335.62	6274.03	147701	145104	7422.39	7274.25	561.75	496.83	数据明细
2010.06.17 ― 06.18	6321.16	6259.82	56354	55594	7408.31	7260.33	351.33	323.15	数据明细
2010.06.07 ― 06.11	6315.65	6254.38	130596	129069	7402.96	7255.02	663.17	585.10	数据明细
2010.05.31 ― 06.04	6302.88	6241.77	123135	122102	7390.61	7242.73	639.95	539.75	数据明细
2010.05.24 ― 05.28	6290.91	6229.88	153599	151486	7379.06	7231.16	741.96	603.96	数据明细
2010.05.17 ― 05.21	6275.77	6214.93	142856	141402	7364.47	7216.64	666.53	515.36	数据明细
2010.05.10 ― 05.14	6261.99	6200.95	145015	144219	7351.27	7203.11	702.89	539.65	数据明细



2010.05.04 ― 05.07	6247.78	6186.77	98698	99018	7337.78	7189.42	709.42	537.19	数据明细
2010.04.26 ― 04.30	6238.13	6177.10	154849	155324	7328.61	7180.15	933.89	740.40	数据明细
